Tipo;Data_Inicio;Hora_Inicio;Data_Termino;Hora_Termino;Sistema_Operacional;Tempo(ns);Tempo(ms);Gasto_Memoria(bytes);Linhas_Lidas;Algoritmo;Interacoes;Troca_ou_Colisao
Semente 6;07/10/2018;21:08:34;07/10/2018;21:08:34;Windows 10;1373408;0;1438783888;50000;Duplo Hash;2247;0
Semente 6;07/10/2018;21:08:34;07/10/2018;21:08:34;Windows 10;1409796;0;1438783888;50000;Encadeamento Separado;2247;1123
Semente 6;07/10/2018;21:08:34;07/10/2018;21:08:34;Windows 10;1704632;0;1438783888;50000;Encadeamento Coalescido;215265;212550
Semente 6;07/10/2018;21:08:45;07/10/2018;21:08:45;Windows 10;1928090;0;1385688432;100000;Sondagem Linear;144659;142366
Semente 6;07/10/2018;21:08:45;07/10/2018;21:08:45;Windows 10;1006731;0;1385688432;100000;Sondagem Quadratica;12531;10238
Semente 6;07/10/2018;21:08:45;07/10/2018;21:08:45;Windows 10;1395335;16;1385688432;100000;Duplo Hash;2293;0
Semente 6;07/10/2018;21:08:45;07/10/2018;21:08:45;Windows 10;1451782;0;1385688432;100000;Encadeamento Separado;2293;1146
Semente 6;07/10/2018;21:08:45;07/10/2018;21:08:45;Windows 10;1818926;16;1385688432;100000;Encadeamento Coalescido;218642;215875
Semente 6;07/10/2018;21:08:57;07/10/2018;21:08:57;Windows 10;2007397;0;1490758576;500000;Sondagem Linear;147807;145464
Semente 6;07/10/2018;21:08:57;07/10/2018;21:08:57;Windows 10;1053849;0;1490758576;500000;Sondagem Quadratica;12117;9774
Semente 6;07/10/2018;21:08:57;07/10/2018;21:08:57;Windows 10;1483505;0;1490758576;500000;Duplo Hash;2343;0
Semente 6;07/10/2018;21:08:57;07/10/2018;21:08:57;Windows 10;1638854;0;1490758576;500000;Encadeamento Separado;2343;1171
Semente 6;07/10/2018;21:08:57;07/10/2018;21:08:57;Windows 10;1873974;0;1490758576;500000;Encadeamento Coalescido;256481;253620
Semente 6;07/10/2018;21:09:12;07/10/2018;21:09:12;Windows 10;2130556;0;1144331984;1000000;Sondagem Linear;147142;144791
Semente 6;07/10/2018;21:09:12;07/10/2018;21:09:12;Windows 10;2211262;0;1144331984;1000000;Sondagem Quadratica;150871;148520
Semente 6;07/10/2018;21:09:12;07/10/2018;21:09:12;Windows 10;1473242;0;1144331984;1000000;Duplo Hash;2351;0
Semente 6;07/10/2018;21:09:12;07/10/2018;21:09:12;Windows 10;1572142;15;1144331984;1000000;Encadeamento Separado;2351;1175
Semente 6;07/10/2018;21:09:12;07/10/2018;21:09:12;Windows 10;1982671;0;1144331984;1000000;Encadeamento Coalescido;252146;249287
Semente 7;07/10/2018;21:09:19;07/10/2018;21:09:19;Windows 10;459980;0;1188930016;1000;Sondagem Linear;37551;36440
Semente 7;07/10/2018;21:09:19;07/10/2018;21:09:19;Windows 10;1251649;0;1188930016;1000;Sondagem Quadratica;131960;130849
Semente 7;07/10/2018;21:09:19;07/10/2018;21:09:19;Windows 10;383938;0;1188930016;1000;Duplo Hash;1111;0
Semente 7;07/10/2018;21:09:19;07/10/2018;21:09:19;Windows 10;427324;0;1188930016;1000;Encadeamento Separado;1111;555
Semente 7;07/10/2018;21:09:19;07/10/2018;21:09:19;Windows 10;491236;0;1188930016;1000;Encadeamento Coalescido;54371;53007
Semente 7;07/10/2018;21:09:27;07/10/2018;21:09:27;Windows 10;1137820;0;1466885872;5000;Sondagem Linear;75750;73841
Semente 7;07/10/2018;21:09:27;07/10/2018;21:09:27;Windows 10;644718;0;1466885872;5000;Sondagem Quadratica;11641;9732
Semente 7;07/10/2018;21:09:27;07/10/2018;21:09:27;Windows 10;965211;0;1466885872;5000;Duplo Hash;1909;0
Semente 7;07/10/2018;21:09:27;07/10/2018;21:09:27;Windows 10;988070;0;1466885872;5000;Encadeamento Separado;1909;954
Semente 7;07/10/2018;21:09:27;07/10/2018;21:09:27;Windows 10;1069243;0;1466885872;5000;Encadeamento Coalescido;108368;106110
Semente 7;07/10/2018;21:09:37;07/10/2018;21:09:37;Windows 10;1624391;16;1071634216;10000;Sondagem Linear;119125;117040
Semente 7;07/10/2018;21:09:37;07/10/2018;21:09:37;Windows 10;774408;0;1071634216;10000;Sondagem Quadratica;9501;7416
Semente 7;07/10/2018;21:09:37;07/10/2018;21:09:37;Windows 10;1130357;0;1071634216;10000;Duplo Hash;2085;0
Semente 7;07/10/2018;21:09:37;07/10/2018;21:09:37;Windows 10;1254914;0;1071634216;10000;Encadeamento Separado;2085;1042
Semente 7;07/10/2018;21:09:37;07/10/2018;21:09:37;Windows 10;1634188;0;1071634216;10000;Encadeamento Coalescido;226083;223534
Semente 7;07/10/2018;21:09:47;07/10/2018;21:09:47;Windows 10;2095567;8;1182595360;50000;Sondagem Linear;143095;140846
Semente 7;07/10/2018;21:09:47;07/10/2018;21:09:47;Windows 10;1224125;8;1182595360;50000;Sondagem Quadratica;11836;9587
Semente 7;07/10/2018;21:09:47;07/10/2018;21:09:47;Windows 10;1384605;0;1182595360;50000;Duplo Hash;2249;0
Semente 7;07/10/2018;21:09:47;07/10/2018;21:09:47;Windows 10;1520360;0;1182595360;50000;Encadeamento Separado;2249;1124
Semente 7;07/10/2018;21:09:47;07/10/2018;21:09:47;Windows 10;1778340;0;1182595360;50000;Encadeamento Coalescido;211245;208535
Semente 7;07/10/2018;21:09:57;07/10/2018;21:09:57;Windows 10;1957013;0;1253374320;100000;Sondagem Linear;147047;144748
Semente 7;07/10/2018;21:09:57;07/10/2018;21:09:57;Windows 10;1388803;0;1253374320;100000;Sondagem Quadratica;58236;55937
Semente 7;07/10/2018;21:09:57;07/10/2018;21:09:57;Windows 10;1377607;0;1253374320;100000;Duplo Hash;2299;0
Semente 7;07/10/2018;21:09:57;07/10/2018;21:09:57;Windows 10;1404198;0;1253374320;100000;Encadeamento Separado;2299;1149
Semente 7;07/10/2018;21:09:57;07/10/2018;21:09:57;Windows 10;1681306;0;1253374320;100000;Encadeamento Coalescido;213682;210918
Semente 7;07/10/2018;21:10:09;07/10/2018;21:10:09;Windows 10;2035387;0;1332326352;500000;Sondagem Linear;148004;145667
Semente 7;07/10/2018;21:10:09;07/10/2018;21:10:09;Windows 10;1448983;0;1332326352;500000;Sondagem Quadratica;60641;58304
Semente 7;07/10/2018;21:10:09;07/10/2018;21:10:09;Windows 10;1400000;0;1332326352;500000;Duplo Hash;2337;0
Semente 7;07/10/2018;21:10:09;07/10/2018;21:10:09;Windows 10;1628590;0;1332326352;500000;Encadeamento Separado;2337;1168
Semente 7;07/10/2018;21:10:09;07/10/2018;21:10:09;Windows 10;2050316;0;1332326352;500000;Encadeamento Coalescido;249226;246378
Semente 7;07/10/2018;21:10:22;07/10/2018;21:10:22;Windows 10;2041919;0;1419663080;1000000;Sondagem Linear;149412;147053
Semente 7;07/10/2018;21:10:22;07/10/2018;21:10:22;Windows 10;1072975;0;1419663080;1000000;Sondagem Quadratica;10596;8237
Semente 7;07/10/2018;21:10:22;07/10/2018;21:10:22;Windows 10;1513828;0;1419663080;1000000;Duplo Hash;2359;0
Semente 7;07/10/2018;21:10:22;07/10/2018;21:10:22;Windows 10;1545551;0;1419663080;1000000;Encadeamento Separado;2359;1179
Semente 7;07/10/2018;21:10:22;07/10/2018;21:10:22;Windows 10;1931356;0;1419663080;1000000;Encadeamento Coalescido;256044;253168
Semente 8;07/10/2018;21:10:29;07/10/2018;21:10:29;Windows 10;550484;15;1416478312;1000;Sondagem Linear;40244;39099
Semente 8;07/10/2018;21:10:29;07/10/2018;21:10:29;Windows 10;1302965;0;1416478312;1000;Sondagem Quadratica;132688;131543
Semente 8;07/10/2018;21:10:29;07/10/2018;21:10:29;Windows 10;425925;0;1416478312;1000;Duplo Hash;1145;0
Semente 8;07/10/2018;21:10:29;07/10/2018;21:10:29;Windows 10;444119;0;1416478312;1000;Encadeamento Separado;1145;572
Semente 8;07/10/2018;21:10:29;07/10/2018;21:10:29;Windows 10;447384;0;1416478312;1000;Encadeamento Coalescido;52632;51221
Semente 8;07/10/2018;21:10:37;07/10/2018;21:10:37;Windows 10;1259580;0;1513053688;5000;Sondagem Linear;76654;74743
Semente 8;07/10/2018;21:10:37;07/10/2018;21:10:37;Windows 10;1091169;0;1513053688;5000;Sondagem Quadratica;54219;52308
Semente 8;07/10/2018;21:10:37;07/10/2018;21:10:37;Windows 10;955881;0;1513053688;5000;Duplo Hash;1911;0
Semente 8;07/10/2018;21:10:37;07/10/2018;21:10:37;Windows 10;1055714;0;1513053688;5000;Encadeamento Separado;1911;955
Semente 8;07/10/2018;21:10:37;07/10/2018;21:10:37;Windows 10;1144818;0;1513053688;5000;Encadeamento Coalescido;117967;115689
Semente 8;07/10/2018;21:10:46;07/10/2018;21:10:46;Windows 10;1596867;0;1545794552;10000;Sondagem Linear;121573;119466
Semente 8;07/10/2018;21:10:46;07/10/2018;21:10:46;Windows 10;1988737;15;1545794552;10000;Sondagem Quadratica;132915;130808
Semente 8;07/10/2018;21:10:46;07/10/2018;21:10:46;Windows 10;1165344;0;1545794552;10000;Duplo Hash;2107;0
Semente 8;07/10/2018;21:10:46;07/10/2018;21:10:46;Windows 10;1227391;16;1545794552;10000;Encadeamento Separado;2107;1053
Semente 8;07/10/2018;21:10:46;07/10/2018;21:10:46;Windows 10;1659847;0;1545794552;10000;Encadeamento Coalescido;230748;228158
Semente 8;07/10/2018;21:10:56;07/10/2018;21:10:56;Windows 10;1866978;0;1679028968;50000;Sondagem Linear;142256;140003
Semente 8;07/10/2018;21:10:56;07/10/2018;21:10:56;Windows 10;1041253;0;1679028968;50000;Sondagem Quadratica;10537;8284
Semente 8;07/10/2018;21:10:56;07/10/2018;21:10:56;Windows 10;1395335;0;1679028968;50000;Duplo Hash;2253;0
Semente 8;07/10/2018;21:10:56;07/10/2018;21:10:56;Windows 10;2111429;0;1679028968;50000;Encadeamento Separado;2253;1126
Semente 8;07/10/2018;21:10:56;07/10/2018;21:10:56;Windows 10;2276574;0;1679028968;50000;Encadeamento Coalescido;216997;214272
Semente 8;07/10/2018;21:11:07;07/10/2018;21:11:07;Windows 10;2147816;16;1418438728;100000;Sondagem Linear;145918;143619
Semente 8;07/10/2018;21:11:07;07/10/2018;21:11:07;Windows 10;1380406;0;1418438728;100000;Sondagem Quadratica;56885;54586
Semente 8;07/10/2018;21:11:07;07/10/2018;21:11:07;Windows 10;1390203;0;1418438728;100000;Duplo Hash;2299;0
Semente 8;07/10/2018;21:11:07;07/10/2018;21:11:07;Windows 10;1528757;0;1418438728;100000;Encadeamento Separado;2299;1149
Semente 8;07/10/2018;21:11:07;07/10/2018;21:11:07;Windows 10;1912695;0;1418438728;100000;Encadeamento Coalescido;220012;217235
Semente 8;07/10/2018;21:11:20;07/10/2018;21:11:20;Windows 10;2253715;0;976437480;500000;Sondagem Linear;150775;148434
Semente 8;07/10/2018;21:11:20;07/10/2018;21:11:20;Windows 10;1131289;0;976437480;500000;Sondagem Quadratica;11312;8971
Semente 8;07/10/2018;21:11:20;07/10/2018;21:11:20;Windows 10;1453649;0;976437480;500000;Duplo Hash;2341;0
Semente 8;07/10/2018;21:11:20;07/10/2018;21:11:20;Windows 10;1471376;0;976437480;500000;Encadeamento Separado;2341;1170
Semente 8;07/10/2018;21:11:20;07/10/2018;21:11:20;Windows 10;1892169;0;976437480;500000;Encadeamento Coalescido;248291;245441
Semente 8;07/10/2018;21:11:33;07/10/2018;21:11:33;Windows 10;2148283;0;1529918696;1000000;Sondagem Linear;148950;146595
Semente 8;07/10/2018;21:11:33;07/10/2018;21:11:33;Windows 10;3151749;0;1529918696;1000000;Sondagem Quadratica;258985;256630
Semente 8;07/10/2018;21:11:33;07/10/2018;21:11:33;Windows 10;1071109;0;1529918696;1000000;Duplo Hash;2355;0
Semente 8;07/10/2018;21:11:33;07/10/2018;21:11:33;Windows 10;971276;0;1529918696;1000000;Encadeamento Separado;2355;1177
Semente 8;07/10/2018;21:11:33;07/10/2018;21:11:33;Windows 10;1875374;0;1529918696;1000000;Encadeamento Coalescido;257184;254311
Semente 9;07/10/2018;21:11:41;07/10/2018;21:11:41;Windows 10;439920;0;933177168;1000;Sondagem Linear;35324;34219
Semente 9;07/10/2018;21:11:41;07/10/2018;21:11:41;Windows 10;238854;0;933177168;1000;Sondagem Quadratica;6418;5313
Semente 9;07/10/2018;21:11:41;07/10/2018;21:11:41;Windows 10;190803;0;933177168;1000;Duplo Hash;1105;0
Semente 9;07/10/2018;21:11:41;07/10/2018;21:11:41;Windows 10;200600;0;933177168;1000;Encadeamento Separado;1105;552
Semente 9;07/10/2018;21:11:41;07/10/2018;21:11:41;Windows 10;391870;0;933177168;1000;Encadeamento Coalescido;47644;46303
Semente 9;07/10/2018;21:11:49;07/10/2018;21:11:49;Windows 10;1313229;0;976895008;5000;Sondagem Linear;87749;85804
Semente 9;07/10/2018;21:11:49;07/10/2018;21:11:49;Windows 10;719360;0;976895008;5000;Sondagem Quadratica;9666;7721
Semente 9;07/10/2018;21:11:49;07/10/2018;21:11:49;Windows 10;670843;0;976895008;5000;Duplo Hash;1945;0
Semente 9;07/10/2018;21:11:49;07/10/2018;21:11:49;Windows 10;616261;0;976895008;5000;Encadeamento Separado;1945;972
Semente 9;07/10/2018;21:11:49;07/10/2018;21:11:49;Windows 10;1253982;0;976895008;5000;Encadeamento Coalescido;132789;130457
Semente 9;07/10/2018;21:11:57;07/10/2018;21:11:57;Windows 10;1557214;0;1031700704;10000;Sondagem Linear;121939;119854
Semente 9;07/10/2018;21:11:57;07/10/2018;21:11:57;Windows 10;745019;0;1031700704;10000;Sondagem Quadratica;9314;7229
Semente 9;07/10/2018;21:11:57;07/10/2018;21:11:57;Windows 10;740353;0;1031700704;10000;Duplo Hash;2085;0
Semente 9;07/10/2018;21:11:57;07/10/2018;21:11:57;Windows 10;743152;0;1036414224;10000;Encadeamento Separado;2085;1042
Semente 9;07/10/2018;21:11:57;07/10/2018;21:11:57;Windows 10;1503098;0;1036414224;10000;Encadeamento Coalescido;239600;237023
Semente 9;07/10/2018;21:12:06;07/10/2018;21:12:06;Windows 10;1839920;0;1173200224;50000;Sondagem Linear;138614;136369
Semente 9;07/10/2018;21:12:06;07/10/2018;21:12:06;Windows 10;1551615;0;1178061496;50000;Sondagem Quadratica;89960;87715
Semente 9;07/10/2018;21:12:06;07/10/2018;21:12:06;Windows 10;905498;0;1178061496;50000;Duplo Hash;2245;0
Semente 9;07/10/2018;21:12:06;07/10/2018;21:12:06;Windows 10;907831;16;1178061496;50000;Encadeamento Separado;2245;1122
Semente 9;07/10/2018;21:12:06;07/10/2018;21:12:06;Windows 10;1608530;0;1178061496;50000;Encadeamento Coalescido;212462;209745
Semente 9;07/10/2018;21:12:17;07/10/2018;21:12:17;Windows 10;1916894;0;1275292440;100000;Sondagem Linear;142193;139890
Semente 9;07/10/2018;21:12:17;07/10/2018;21:12:17;Windows 10;1011396;0;1275292440;100000;Sondagem Quadratica;12205;9902
Semente 9;07/10/2018;21:12:17;07/10/2018;21:12:17;Windows 10;944684;0;1275292440;100000;Duplo Hash;2303;0
Semente 9;07/10/2018;21:12:17;07/10/2018;21:12:17;Windows 10;878907;0;1275292440;100000;Encadeamento Separado;2303;1151
Semente 9;07/10/2018;21:12:17;07/10/2018;21:12:17;Windows 10;1771342;0;1275292440;100000;Encadeamento Coalescido;245348;242537
Semente 9;07/10/2018;21:12:28;07/10/2018;21:12:28;Windows 10;2077374;0;1335458360;500000;Sondagem Linear;147753;145412
Semente 9;07/10/2018;21:12:28;07/10/2018;21:12:28;Windows 10;1866045;15;1335458360;500000;Sondagem Quadratica;104923;102582
Semente 9;07/10/2018;21:12:28;07/10/2018;21:12:28;Windows 10;976407;0;1335458360;500000;Duplo Hash;2341;0
Semente 9;07/10/2018;21:12:28;07/10/2018;21:12:28;Windows 10;927891;0;1335458360;500000;Encadeamento Separado;2341;1170
Semente 9;07/10/2018;21:12:28;07/10/2018;21:12:28;Windows 10;1838987;0;1335458360;500000;Encadeamento Coalescido;248953;246098
Semente 9;07/10/2018;21:12:41;07/10/2018;21:12:41;Windows 10;2054514;0;1058525392;1000000;Sondagem Linear;149156;146791
Semente 9;07/10/2018;21:12:41;07/10/2018;21:12:41;Windows 10;1048716;0;1058525392;1000000;Sondagem Quadratica;11759;9394
Semente 9;07/10/2018;21:12:41;07/10/2018;21:12:41;Windows 10;1002532;0;1058525392;1000000;Duplo Hash;2365;0
Semente 9;07/10/2018;21:12:41;07/10/2018;21:12:41;Windows 10;1043586;0;1058525392;1000000;Encadeamento Separado;2365;1182
Semente 9;07/10/2018;21:12:41;07/10/2018;21:12:41;Windows 10;1923892;0;1058525392;1000000;Encadeamento Coalescido;270646;267757
Semente 10;07/10/2018;21:12:48;07/10/2018;21:12:48;Windows 10;465578;0;1214342360;1000;Sondagem Linear;38548;37433
Semente 10;07/10/2018;21:12:48;07/10/2018;21:12:48;Windows 10;217861;0;1214342360;1000;Sondagem Quadratica;4266;3151
Semente 10;07/10/2018;21:12:48;07/10/2018;21:12:48;Windows 10;195468;0;1214342360;1000;Duplo Hash;1115;0
Semente 10;07/10/2018;21:12:48;07/10/2018;21:12:48;Windows 10;200600;0;1214342360;1000;Encadeamento Separado;1115;557
Semente 10;07/10/2018;21:12:48;07/10/2018;21:12:48;Windows 10;437588;0;1214342360;1000;Encadeamento Coalescido;46444;45078
Semente 10;07/10/2018;21:12:56;07/10/2018;21:12:56;Windows 10;1149017;0;1354266672;5000;Sondagem Linear;77166;75249
Semente 10;07/10/2018;21:12:56;07/10/2018;21:12:56;Windows 10;681573;0;1354266672;5000;Sondagem Quadratica;7829;5912
Semente 10;07/10/2018;21:12:56;07/10/2018;21:12:56;Windows 10;623725;0;1354266672;5000;Duplo Hash;1917;0
Semente 10;07/10/2018;21:12:56;07/10/2018;21:12:56;Windows 10;573809;0;1354266672;5000;Encadeamento Separado;1917;958
Semente 10;07/10/2018;21:12:56;07/10/2018;21:12:56;Windows 10;1117294;0;1354266672;5000;Encadeamento Coalescido;110344;108075
Semente 10;07/10/2018;21:13:05;07/10/2018;21:13:05;Windows 10;1582405;0;1422290464;10000;Sondagem Linear;122713;120620
Semente 10;07/10/2018;21:13:05;07/10/2018;21:13:05;Windows 10;1290369;16;1422290464;10000;Sondagem Quadratica;56501;54408
Semente 10;07/10/2018;21:13:05;07/10/2018;21:13:05;Windows 10;723092;0;1422290464;10000;Duplo Hash;2093;0
Semente 10;07/10/2018;21:13:05;07/10/2018;21:13:05;Windows 10;681106;0;1422290464;10000;Encadeamento Separado;2093;1046
Semente 10;07/10/2018;21:13:05;07/10/2018;21:13:05;Windows 10;1536221;0;1422290464;10000;Encadeamento Coalescido;226647;224085
Semente 10;07/10/2018;21:13:14;07/10/2018;21:13:14;Windows 10;1854381;0;1525331072;50000;Sondagem Linear;141632;139381
Semente 10;07/10/2018;21:13:14;07/10/2018;21:13:14;Windows 10;1007197;0;1525331072;50000;Sondagem Quadratica;10403;8152
Semente 10;07/10/2018;21:13:14;07/10/2018;21:13:14;Windows 10;941419;0;1525331072;50000;Duplo Hash;2251;0
Semente 10;07/10/2018;21:13:14;07/10/2018;21:13:14;Windows 10;919027;0;1525331072;50000;Encadeamento Separado;2251;1125
Semente 10;07/10/2018;21:13:14;07/10/2018;21:13:14;Windows 10;1661713;0;1525331072;50000;Encadeamento Coalescido;208324;205617
Semente 10;07/10/2018;21:13:25;07/10/2018;21:13:25;Windows 10;1903831;0;1258448632;100000;Sondagem Linear;143256;140977
Semente 10;07/10/2018;21:13:25;07/10/2018;21:13:25;Windows 10;1311363;0;1267710928;100000;Sondagem Quadratica;57043;54764
Semente 10;07/10/2018;21:13:25;07/10/2018;21:13:25;Windows 10;918560;0;1267710928;100000;Duplo Hash;2279;0
Semente 10;07/10/2018;21:13:25;07/10/2018;21:13:25;Windows 10;856514;0;1267710928;100000;Encadeamento Separado;2279;1139
Semente 10;07/10/2018;21:13:25;07/10/2018;21:13:25;Windows 10;1830122;0;1267710928;100000;Encadeamento Coalescido;215096;212354
Semente 10;07/10/2018;21:13:36;07/10/2018;21:13:36;Windows 10;2067577;0;1474236680;500000;Sondagem Linear;148902;146561
Semente 10;07/10/2018;21:13:36;07/10/2018;21:13:36;Windows 10;1451316;0;1474236680;500000;Sondagem Quadratica;59463;57122
Semente 10;07/10/2018;21:13:36;07/10/2018;21:13:36;Windows 10;1007197;0;1474236680;500000;Duplo Hash;2341;0
Semente 10;07/10/2018;21:13:36;07/10/2018;21:13:36;Windows 10;929757;0;1474236680;500000;Encadeamento Separado;2341;1170
Semente 10;07/10/2018;21:13:36;07/10/2018;21:13:36;Windows 10;1887037;0;1474236680;500000;Encadeamento Coalescido;248566;245711
Semente 10;07/10/2018;21:13:52;07/10/2018;21:13:52;Windows 10;2259313;0;1044050728;1000000;Sondagem Linear;150580;148219
Semente 10;07/10/2018;21:13:52;07/10/2018;21:13:52;Windows 10;1539020;0;1044050728;1000000;Sondagem Quadratica;56421;54060
Semente 10;07/10/2018;21:13:52;07/10/2018;21:13:52;Windows 10;1014195;0;1048748168;1000000;Duplo Hash;2361;0
Semente 10;07/10/2018;21:13:52;07/10/2018;21:13:52;Windows 10;1051050;0;1048748168;1000000;Encadeamento Separado;2361;1180
Semente 10;07/10/2018;21:13:52;07/10/2018;21:13:52;Windows 10;2091835;0;1048748168;1000000;Encadeamento Coalescido;257917;255040
